uniprot,organism,ogt,organism_class,tm,n_datasets
A6NKT7,Homo sapiens,37.0,mesophile,49.99,55
A6PVM9,Homo sapiens,37.0,mesophile,56.83,55
A8CG34,Homo sapiens,37.0,mesophile,57.13,55
A8MU44,Homo sapiens,37.0,mesophile,51.345,55
B3KSJ7,Homo sapiens,37.0,mesophile,57.43,55
B4DIL8,Homo sapiens,37.0,mesophile,47.8,55
B4DIU3,Homo sapiens,37.0,mesophile,55.61,55
B4DPY5,Homo sapiens,37.0,mesophile,50.87,55
B4DS76,Homo sapiens,37.0,mesophile,49.925,55
B4DXZ6,Homo sapiens,37.0,mesophile,48.51,55
B4E1J0,Homo sapiens,37.0,mesophile,54.79,55
B4E3E5,Homo sapiens,37.0,mesophile,50.75,55
B7WP27,Homo sapiens,37.0,mesophile,45.985,55
B7Z5D1,Homo sapiens,37.0,mesophile,55.38,55
B7ZBB8,Homo sapiens,37.0,mesophile,55.13,55
B8ZZJ1,Homo sapiens,37.0,mesophile,53.09,55
C6GKU9,Homo sapiens,37.0,mesophile,53.34,55
C9J2V2,Homo sapiens,37.0,mesophile,55.025,55
C9J858,Homo sapiens,37.0,mesophile,48.72,55
C9JND4,Homo sapiens,37.0,mesophile,46.93,55
C9JQQ5,Homo sapiens,37.0,mesophile,55.81,55
C9JRV0,Homo sapiens,37.0,mesophile,59.1,55
D0UFD3,Homo sapiens,37.0,mesophile,59.7,55
D6R9V3,Homo sapiens,37.0,mesophile,56.28,55
D6RCD0,Homo sapiens,37.0,mesophile,52.55,55
D6REW1,Homo sapiens,37.0,mesophile,51.1,55
E5RFH7,Homo sapiens,37.0,mesophile,49.34,55
E5RHK8,Homo sapiens,37.0,mesophile,50.67,55
E5RJ08,Homo sapiens,37.0,mesophile,58.8,55
E7EUR8,Homo sapiens,37.0,mesophile,53.58,55
E7EV62,Homo sapiens,37.0,mesophile,55.325,55
E7EWD6,Homo sapiens,37.0,mesophile,61.94,55
E7EX01,Homo sapiens,37.0,mesophile,49.56,55
E9PB61,Homo sapiens,37.0,mesophile,57.57,55
E9PD68,Homo sapiens,37.0,mesophile,53.7,55
E9PDG2,Homo sapiens,37.0,mesophile,47.31,55
E9PG35,Homo sapiens,37.0,mesophile,50.9,55
E9PHY8,Homo sapiens,37.0,mesophile,52.365,55
E9PJ40,Homo sapiens,37.0,mesophile,52.02,55
E9PKB7,Homo sapiens,37.0,mesophile,59.36,55
E9PMS5,Homo sapiens,37.0,mesophile,52.45,55
E9PND2,Homo sapiens,37.0,mesophile,69.67,55
E9PSF2,Homo sapiens,37.0,mesophile,53.19,55
F5GYJ5,Homo sapiens,37.0,mesophile,59.65,55
F5GZY0,Homo sapiens,37.0,mesophile,58.37,55
F5H0F9,Homo sapiens,37.0,mesophile,50.25,55
F5H0K8,Homo sapiens,37.0,mesophile,50.4,55
F5H105,Homo sapiens,37.0,mesophile,56.13,55
F5H1M6,Homo sapiens,37.0,mesophile,53.32,55
F5H2U2,Homo sapiens,37.0,mesophile,52.07,55
F5H4N6,Homo sapiens,37.0,mesophile,49.65,55
F6UJY9,Homo sapiens,37.0,mesophile,53.43,55
F8VSE7,Homo sapiens,37.0,mesophile,54.21,55
F8W9L8,Homo sapiens,37.0,mesophile,61.25,55
F8WB16,Homo sapiens,37.0,mesophile,53.73,55
F8WF48,Homo sapiens,37.0,mesophile,53.58,55
G3V130,Homo sapiens,37.0,mesophile,48.615,55
G3V1N3,Homo sapiens,37.0,mesophile,66.44,55
G3V3A4,Homo sapiens,37.0,mesophile,57.055,55
G3V4J7,Homo sapiens,37.0,mesophile,53.34,55
G3V529,Homo sapiens,37.0,mesophile,51.29,55
G3V5N7,Homo sapiens,37.0,mesophile,54.95,55
G5EA02,Homo sapiens,37.0,mesophile,59.585,55
G8JL95,Homo sapiens,37.0,mesophile,54.07,55
H0Y498,Homo sapiens,37.0,mesophile,50.885,55
H0Y507,Homo sapiens,37.0,mesophile,55.32,55
H0Y5B0,Homo sapiens,37.0,mesophile,52.87,55
H0Y5C2,Homo sapiens,37.0,mesophile,53.06,55
H0Y7F8,Homo sapiens,37.0,mesophile,49.11,55
H0YDQ3,Homo sapiens,37.0,mesophile,57.05,55
H0YDQ8,Homo sapiens,37.0,mesophile,54.415,55
H0YEB0,Homo sapiens,37.0,mesophile,56.135,55
H0YGG2,Homo sapiens,37.0,mesophile,49.74,55
H0YGW5,Homo sapiens,37.0,mesophile,52.755,55
H0YJG9,Homo sapiens,37.0,mesophile,53.995,55
H0YLX2,Homo sapiens,37.0,mesophile,48.04,55
H3BM79,Homo sapiens,37.0,mesophile,49.78,55
H3BMJ2,Homo sapiens,37.0,mesophile,49.52,55
H3BN26,Homo sapiens,37.0,mesophile,53.12,55
H3BNA7,Homo sapiens,37.0,mesophile,51.61,55
H3BQQ2,Homo sapiens,37.0,mesophile,58.25,55
H3BRG4,Homo sapiens,37.0,mesophile,53.13,55
H3BRS1,Homo sapiens,37.0,mesophile,47.555,55
H7BXD8,Homo sapiens,37.0,mesophile,51.08,55
H7BYY2,Homo sapiens,37.0,mesophile,63.15,55
H7BZL0,Homo sapiens,37.0,mesophile,52.49,55
H7C096,Homo sapiens,37.0,mesophile,54.1,55
H7C0S8,Homo sapiens,37.0,mesophile,56.21,55
H7C0Y4,Homo sapiens,37.0,mesophile,51.91,55
H7C173,Homo sapiens,37.0,mesophile,60.51,55
H7C1F9,Homo sapiens,37.0,mesophile,49.5,55
H7C1N2,Homo sapiens,37.0,mesophile,57.385,55
H7C2K6,Homo sapiens,37.0,mesophile,48.26,55
H7C3C7,Homo sapiens,37.0,mesophile,50.55,55
H7C5A5,Homo sapiens,37.0,mesophile,51.895,55
I3L097,Homo sapiens,37.0,mesophile,51.48,55
I3L0L4,Homo sapiens,37.0,mesophile,52.7,55
I3L0W4,Homo sapiens,37.0,mesophile,51.36,55
I3L232,Homo sapiens,37.0,mesophile,53.99,55
I3L2N2,Homo sapiens,37.0,mesophile,48.32,55
I3L4X7,Homo sapiens,37.0,mesophile,54.76,55
J3KNL6,Homo sapiens,37.0,mesophile,53.47,55
J3KRL7,Homo sapiens,37.0,mesophile,57.61,55
J3KRP6,Homo sapiens,37.0,mesophile,52.225,55
J3QKZ1,Homo sapiens,37.0,mesophile,51.3,55
J3QSB2,Homo sapiens,37.0,mesophile,49.65,55
K7EKI8,Homo sapiens,37.0,mesophile,52.845,55
K7EMS3,Homo sapiens,37.0,mesophile,54.625,55
K7EN65,Homo sapiens,37.0,mesophile,64.32,55
K7EQU4,Homo sapiens,37.0,mesophile,56.49,55
K7ESI9,Homo sapiens,37.0,mesophile,50.965,55
K7ESN2,Homo sapiens,37.0,mesophile,51.6,55
M0R1E0,Homo sapiens,37.0,mesophile,56.325,55
M0R2G0,Homo sapiens,37.0,mesophile,55.74,55
O00165,Homo sapiens,37.0,mesophile,48.985,55
O00186,Homo sapiens,37.0,mesophile,48.06,55
O00213,Homo sapiens,37.0,mesophile,51.58,55
O00244,Homo sapiens,37.0,mesophile,61.73,55
O00462,Homo sapiens,37.0,mesophile,54.83,55
O00468,Homo sapiens,37.0,mesophile,53.97,55
O00472,Homo sapiens,37.0,mesophile,58.63,55
O00488,Homo sapiens,37.0,mesophile,54.005,55
O00566,Homo sapiens,37.0,mesophile,53.465,55
O14513,Homo sapiens,37.0,mesophile,58.23,55
O14646,Homo sapiens,37.0,mesophile,45.4,55
O14656,Homo sapiens,37.0,mesophile,54.365,55
O14686,Homo sapiens,37.0,mesophile,51.89,55
O14713,Homo sapiens,37.0,mesophile,53.46,55
O14802,Homo sapiens,37.0,mesophile,46.935,55
O15020,Homo sapiens,37.0,mesophile,48.12,55
O15381,Homo sapiens,37.0,mesophile,48.74,55
O15519,Homo sapiens,37.0,mesophile,49.11,55
O60331,Homo sapiens,37.0,mesophile,50.175,55
O60613,Homo sapiens,37.0,mesophile,53.36,55
O75153,Homo sapiens,37.0,mesophile,48.905,55
O75155,Homo sapiens,37.0,mesophile,50.59,55
O75382,Homo sapiens,37.0,mesophile,49.435,55
O75489,Homo sapiens,37.0,mesophile,52.425,55
O75570,Homo sapiens,37.0,mesophile,49.03,55
O75648,Homo sapiens,37.0,mesophile,51.36,55
O75695,Homo sapiens,37.0,mesophile,53.48,55
O75808,Homo sapiens,37.0,mesophile,49.33,55
O75943,Homo sapiens,37.0,mesophile,47.7,55
O75976,Homo sapiens,37.0,mesophile,53.57,55
O76021,Homo sapiens,37.0,mesophile,55.54,55
O94854,Homo sapiens,37.0,mesophile,53.64,55
O94916,Homo sapiens,37.0,mesophile,48.45,55
O95104,Homo sapiens,37.0,mesophile,48.06,55
O95363,Homo sapiens,37.0,mesophile,47.43,55
O95568,Homo sapiens,37.0,mesophile,52.54,55
O95613,Homo sapiens,37.0,mesophile,54.24,55
O95714,Homo sapiens,37.0,mesophile,54.13,55
O95785,Homo sapiens,37.0,mesophile,48.78,55
O95822,Homo sapiens,37.0,mesophile,50.65,55
P02647,Homo sapiens,37.0,mesophile,57.63,55
P02671,Homo sapiens,37.0,mesophile,51.41,55
P02792,Homo sapiens,37.0,mesophile,59.1,55
P04259,Homo sapiens,37.0,mesophile,49.12,55
P04920,Homo sapiens,37.0,mesophile,52.54,55
P05162,Homo sapiens,37.0,mesophile,53.38,55
P05386,Homo sapiens,37.0,mesophile,52.24,55
P05814,Homo sapiens,37.0,mesophile,64.58,55
P06756,Homo sapiens,37.0,mesophile,56.37,55
P07099,Homo sapiens,37.0,mesophile,54.99,55
P07919,Homo sapiens,37.0,mesophile,52.555,55
P08195,Homo sapiens,37.0,mesophile,52.92,55
P08779,Homo sapiens,37.0,mesophile,56.65,55
P09327,Homo sapiens,37.0,mesophile,48.845,55
P09493,Homo sapiens,37.0,mesophile,57.42,55
P11277,Homo sapiens,37.0,mesophile,46.65,55
P13647,Homo sapiens,37.0,mesophile,50.11,55
P16035,Homo sapiens,37.0,mesophile,59.37,55
P16157,Homo sapiens,37.0,mesophile,45.48,55
P17010,Homo sapiens,37.0,mesophile,56.18,55
P17029,Homo sapiens,37.0,mesophile,56.895,55
P17936,Homo sapiens,37.0,mesophile,56.18,55
P19013,Homo sapiens,37.0,mesophile,52.55,55
P20700,Homo sapiens,37.0,mesophile,54.285,55
P20823,Homo sapiens,37.0,mesophile,53.88,55
P25440,Homo sapiens,37.0,mesophile,56.095,55
P26651,Homo sapiens,37.0,mesophile,60.26,55
P27216,Homo sapiens,37.0,mesophile,48.16,55
P27987,Homo sapiens,37.0,mesophile,47.37,55
P29762,Homo sapiens,37.0,mesophile,53.9,55
P30307,Homo sapiens,37.0,mesophile,49.48,55
P31930,Homo sapiens,37.0,mesophile,53.28,55
P31944,Homo sapiens,37.0,mesophile,57.865,55
P32455,Homo sapiens,37.0,mesophile,51.46,55
P33121,Homo sapiens,37.0,mesophile,49.49,55
P35227,Homo sapiens,37.0,mesophile,49.775,55
P35869,Homo sapiens,37.0,mesophile,55.18,55
P36952,Homo sapiens,37.0,mesophile,50.81,55
P38398,Homo sapiens,37.0,mesophile,57.025,55
P40123,Homo sapiens,37.0,mesophile,51.655,55
P41567,Homo sapiens,37.0,mesophile,60.13,55
P42694,Homo sapiens,37.0,mesophile,54.355,55
P42830,Homo sapiens,37.0,mesophile,52.95,55
P42898,Homo sapiens,37.0,mesophile,52.1,55
P43251,Homo sapiens,37.0,mesophile,57.37,55
P43360,Homo sapiens,37.0,mesophile,48.37,55
P46100,Homo sapiens,37.0,mesophile,52.16,55
P46821,Homo sapiens,37.0,mesophile,56.955,55
P47710,Homo sapiens,37.0,mesophile,55.92,55
P48436,Homo sapiens,37.0,mesophile,57.925,55
P48730,Homo sapiens,37.0,mesophile,52.74,55
P49023,Homo sapiens,37.0,mesophile,59.12,55
P49336,Homo sapiens,37.0,mesophile,52.7,55
P49750,Homo sapiens,37.0,mesophile,51.23,55
P49796,Homo sapiens,37.0,mesophile,54.74,55
P50616,Homo sapiens,37.0,mesophile,54.36,55
P51572,Homo sapiens,37.0,mesophile,49.92,55
P51687,Homo sapiens,37.0,mesophile,57.51,55
P51688,Homo sapiens,37.0,mesophile,60.835,55
P53805,Homo sapiens,37.0,mesophile,50.6,55
P55345,Homo sapiens,37.0,mesophile,54.81,55
P62166,Homo sapiens,37.0,mesophile,53.32,55
P62306,Homo sapiens,37.0,mesophile,62.625,55
P62736,Homo sapiens,37.0,mesophile,56.58,55
P63173,Homo sapiens,37.0,mesophile,51.17,55
P78316,Homo sapiens,37.0,mesophile,47.52,55
P78549,Homo sapiens,37.0,mesophile,46.98,55
P85299,Homo sapiens,37.0,mesophile,52.94,55
P98082,Homo sapiens,37.0,mesophile,51.53,55
P98160,Homo sapiens,37.0,mesophile,54.48,55
Q00526,Homo sapiens,37.0,mesophile,48.85,55
Q02086,Homo sapiens,37.0,mesophile,47.925,55
Q02413,Homo sapiens,37.0,mesophile,59.92,55
Q04637,Homo sapiens,37.0,mesophile,51.93,55
Q05823,Homo sapiens,37.0,mesophile,45.555,55
Q06190,Homo sapiens,37.0,mesophile,53.47,55
Q07343,Homo sapiens,37.0,mesophile,56.89,55
Q07820,Homo sapiens,37.0,mesophile,53.09,55
Q07954,Homo sapiens,37.0,mesophile,56.155,55
Q08AF3,Homo sapiens,37.0,mesophile,50.69,55
Q0VF96,Homo sapiens,37.0,mesophile,60.64,55
Q12756,Homo sapiens,37.0,mesophile,49.0,55
Q12888,Homo sapiens,37.0,mesophile,48.97,55
Q12962,Homo sapiens,37.0,mesophile,57.045,55
Q13118,Homo sapiens,37.0,mesophile,57.17,55
Q13136,Homo sapiens,37.0,mesophile,50.13,55
Q13219,Homo sapiens,37.0,mesophile,62.71,55
Q13277,Homo sapiens,37.0,mesophile,55.98,55
Q13309,Homo sapiens,37.0,mesophile,45.845,55
Q13332,Homo sapiens,37.0,mesophile,53.59,55
Q13433,Homo sapiens,37.0,mesophile,57.98,55
Q13480,Homo sapiens,37.0,mesophile,52.7,55
Q13568,Homo sapiens,37.0,mesophile,49.18,55
Q13615,Homo sapiens,37.0,mesophile,53.63,55
Q13670,Homo sapiens,37.0,mesophile,46.68,55
Q14108,Homo sapiens,37.0,mesophile,60.06,55
Q14114,Homo sapiens,37.0,mesophile,58.46,55
Q14118,Homo sapiens,37.0,mesophile,60.28,55
Q14145,Homo sapiens,37.0,mesophile,51.925,55
Q14149,Homo sapiens,37.0,mesophile,50.675,55
Q14241,Homo sapiens,37.0,mesophile,49.43,55
Q14451,Homo sapiens,37.0,mesophile,46.87,55
Q14789,Homo sapiens,37.0,mesophile,49.9,55
Q14894,Homo sapiens,37.0,mesophile,59.26,55
Q14999,Homo sapiens,37.0,mesophile,47.775,55
Q14CZ0,Homo sapiens,37.0,mesophile,51.06,55
Q15043,Homo sapiens,37.0,mesophile,53.035,55
Q15120,Homo sapiens,37.0,mesophile,50.59,55
Q15173,Homo sapiens,37.0,mesophile,49.8,55
Q15262,Homo sapiens,37.0,mesophile,53.67,55
Q15390,Homo sapiens,37.0,mesophile,65.64,55
Q15637,Homo sapiens,37.0,mesophile,56.07,55
Q15697,Homo sapiens,37.0,mesophile,54.81,55
Q15699,Homo sapiens,37.0,mesophile,56.32,55
Q15742,Homo sapiens,37.0,mesophile,44.48,55
Q15751,Homo sapiens,37.0,mesophile,49.135,55
Q15759,Homo sapiens,37.0,mesophile,51.03,55
Q15788,Homo sapiens,37.0,mesophile,50.2,55
Q15911,Homo sapiens,37.0,mesophile,64.9,55
Q16514,Homo sapiens,37.0,mesophile,49.3,55
Q16623,Homo sapiens,37.0,mesophile,54.79,55
Q16666,Homo sapiens,37.0,mesophile,51.76,55
Q1L5Z9,Homo sapiens,37.0,mesophile,46.73,55
Q2M296,Homo sapiens,37.0,mesophile,55.785,55
Q2NKJ3,Homo sapiens,37.0,mesophile,49.73,55
Q32M88,Homo sapiens,37.0,mesophile,56.65,55
Q3B7J2,Homo sapiens,37.0,mesophile,53.46,55
Q3B820,Homo sapiens,37.0,mesophile,65.83,55
Q3KP66,Homo sapiens,37.0,mesophile,54.19,55
Q49AH0,Homo sapiens,37.0,mesophile,59.06,55
Q4VC05,Homo sapiens,37.0,mesophile,50.28,55
Q4VC44,Homo sapiens,37.0,mesophile,61.245,55
Q52LR7,Homo sapiens,37.0,mesophile,50.8,55
Q53SF7,Homo sapiens,37.0,mesophile,52.21,55
Q58A45,Homo sapiens,37.0,mesophile,49.94,55
Q5JPI9,Homo sapiens,37.0,mesophile,48.62,55
Q5JR04,Homo sapiens,37.0,mesophile,53.68,55
Q5JSH3,Homo sapiens,37.0,mesophile,56.265,55
Q5JTW2,Homo sapiens,37.0,mesophile,62.99,55
Q5JVM0,Homo sapiens,37.0,mesophile,49.82,55
Q5KSL6,Homo sapiens,37.0,mesophile,67.69,55
Q5SNT6,Homo sapiens,37.0,mesophile,55.1,55
Q5SQI0,Homo sapiens,37.0,mesophile,49.405,55
Q5ST30,Homo sapiens,37.0,mesophile,50.625,55
Q5SW79,Homo sapiens,37.0,mesophile,51.065,55
Q5SXM2,Homo sapiens,37.0,mesophile,49.67,55
Q5T011,Homo sapiens,37.0,mesophile,53.405,55
Q5T114,Homo sapiens,37.0,mesophile,52.8,55
Q5T5P2,Homo sapiens,37.0,mesophile,50.245,55
Q5T6F0,Homo sapiens,37.0,mesophile,49.22,55
Q5T6J7,Homo sapiens,37.0,mesophile,49.46,55
Q5T9S5,Homo sapiens,37.0,mesophile,54.43,55
Q5TA45,Homo sapiens,37.0,mesophile,53.82,55
Q5TA50,Homo sapiens,37.0,mesophile,48.61,55
Q5TBC7,Homo sapiens,37.0,mesophile,65.56,55
Q5TC82,Homo sapiens,37.0,mesophile,51.47,55
Q5VSY0,Homo sapiens,37.0,mesophile,56.775,55
Q5VTQ0,Homo sapiens,37.0,mesophile,55.56,55
Q5VWJ9,Homo sapiens,37.0,mesophile,50.11,55
Q63HM9,Homo sapiens,37.0,mesophile,51.59,55
Q68D06,Homo sapiens,37.0,mesophile,51.42,55
Q68DA7,Homo sapiens,37.0,mesophile,53.8,55
Q6IPR3,Homo sapiens,37.0,mesophile,52.9,55
Q6IS24,Homo sapiens,37.0,mesophile,48.37,55
Q6KC79,Homo sapiens,37.0,mesophile,46.685,55
Q6NUQ4,Homo sapiens,37.0,mesophile,50.885,55
Q6NZI2,Homo sapiens,37.0,mesophile,51.42,55
Q6P1L8,Homo sapiens,37.0,mesophile,50.65,55
Q6P2H3,Homo sapiens,37.0,mesophile,47.44,55
Q6P4R8,Homo sapiens,37.0,mesophile,53.06,55
Q6P582,Homo sapiens,37.0,mesophile,58.755,55
Q6PII3,Homo sapiens,37.0,mesophile,58.65,55
Q6PII5,Homo sapiens,37.0,mesophile,54.43,55
Q6PJI9,Homo sapiens,37.0,mesophile,52.27,55
Q6PK04,Homo sapiens,37.0,mesophile,55.93,55
Q6VMQ6,Homo sapiens,37.0,mesophile,46.975,55
Q6Y288,Homo sapiens,37.0,mesophile,53.505,55
Q6ZU65,Homo sapiens,37.0,mesophile,56.5,55
Q6ZUS6,Homo sapiens,37.0,mesophile,59.68,55
Q70EL4,Homo sapiens,37.0,mesophile,51.285,55
Q71F56,Homo sapiens,37.0,mesophile,51.23,55
Q76N32,Homo sapiens,37.0,mesophile,56.83,55
Q7KZI7,Homo sapiens,37.0,mesophile,55.28,55
Q7RTS9,Homo sapiens,37.0,mesophile,51.02,55
Q7Z333,Homo sapiens,37.0,mesophile,46.12,55
Q7Z4H8,Homo sapiens,37.0,mesophile,51.615,55
Q7Z589,Homo sapiens,37.0,mesophile,55.44,55
Q7Z5K2,Homo sapiens,37.0,mesophile,51.44,55
Q7Z5W3,Homo sapiens,37.0,mesophile,53.365,55
Q7Z699,Homo sapiens,37.0,mesophile,51.31,55
Q7Z6V5,Homo sapiens,37.0,mesophile,55.06,55
Q7Z7A4,Homo sapiens,37.0,mesophile,51.08,55
Q7Z7H8,Homo sapiens,37.0,mesophile,48.3,55
Q86UY6,Homo sapiens,37.0,mesophile,44.685,55
Q86VI3,Homo sapiens,37.0,mesophile,53.23,55
Q86VU3,Homo sapiens,37.0,mesophile,50.595,55
Q86WN1,Homo sapiens,37.0,mesophile,51.82,55
Q86WU2,Homo sapiens,37.0,mesophile,58.145,55
Q86YP4,Homo sapiens,37.0,mesophile,49.36,55
Q8IUW3,Homo sapiens,37.0,mesophile,50.18,55
Q8IW50,Homo sapiens,37.0,mesophile,56.57,55
Q8IWX8,Homo sapiens,37.0,mesophile,56.67,55
Q8IX15,Homo sapiens,37.0,mesophile,52.49,55
Q8IZD2,Homo sapiens,37.0,mesophile,60.31,55
Q8IZT6,Homo sapiens,37.0,mesophile,51.23,55
Q8N130,Homo sapiens,37.0,mesophile,62.59,55
Q8N1I0,Homo sapiens,37.0,mesophile,55.15,55
Q8N2Y8,Homo sapiens,37.0,mesophile,64.48,55
Q8N3Y1,Homo sapiens,37.0,mesophile,50.1,55
Q8N5X7,Homo sapiens,37.0,mesophile,54.105,55
Q8N8V4,Homo sapiens,37.0,mesophile,55.89,55
Q8N9R8,Homo sapiens,37.0,mesophile,51.88,55
Q8NFH8,Homo sapiens,37.0,mesophile,53.575,55
Q8TAE8,Homo sapiens,37.0,mesophile,55.73,55
Q8TAP8,Homo sapiens,37.0,mesophile,54.37,55
Q8TD10,Homo sapiens,37.0,mesophile,53.96,55
Q8TD55,Homo sapiens,37.0,mesophile,52.82,55
Q8TDB6,Homo sapiens,37.0,mesophile,48.295,55
Q8TEK3,Homo sapiens,37.0,mesophile,53.12,55
Q8TEQ0,Homo sapiens,37.0,mesophile,47.97,55
Q8TF46,Homo sapiens,37.0,mesophile,45.19,55
Q8WTV0,Homo sapiens,37.0,mesophile,52.97,55
Q8WU20,Homo sapiens,37.0,mesophile,62.18,55
Q8WU76,Homo sapiens,37.0,mesophile,50.34,55
Q8WUN7,Homo sapiens,37.0,mesophile,54.93,55
Q8WVE0,Homo sapiens,37.0,mesophile,48.78,55
Q8WVL7,Homo sapiens,37.0,mesophile,52.74,55
Q8WVN8,Homo sapiens,37.0,mesophile,52.815,55
Q8WWC4,Homo sapiens,37.0,mesophile,52.095,55
Q8WXE0,Homo sapiens,37.0,mesophile,50.89,55
Q8WXG6,Homo sapiens,37.0,mesophile,49.98,55
Q8WXH0,Homo sapiens,37.0,mesophile,50.13,55
Q92551,Homo sapiens,37.0,mesophile,47.18,55
Q92560,Homo sapiens,37.0,mesophile,53.245,55
Q92574,Homo sapiens,37.0,mesophile,53.17,55
Q92618,Homo sapiens,37.0,mesophile,60.055,55
Q92766,Homo sapiens,37.0,mesophile,53.045,55
Q92785,Homo sapiens,37.0,mesophile,51.76,55
Q92817,Homo sapiens,37.0,mesophile,52.48,55
Q92830,Homo sapiens,37.0,mesophile,47.14,55
Q93015,Homo sapiens,37.0,mesophile,46.54,55
Q969V5,Homo sapiens,37.0,mesophile,53.59,55
Q969X0,Homo sapiens,37.0,mesophile,48.595,55
Q96AY4,Homo sapiens,37.0,mesophile,57.05,55
Q96B70,Homo sapiens,37.0,mesophile,50.17,55
Q96BM9,Homo sapiens,37.0,mesophile,58.495,55
Q96BZ9,Homo sapiens,37.0,mesophile,50.785,55
Q96CF2,Homo sapiens,37.0,mesophile,56.32,55
Q96D46,Homo sapiens,37.0,mesophile,50.77,55
Q96D71,Homo sapiens,37.0,mesophile,48.11,55
Q96DC7,Homo sapiens,37.0,mesophile,50.11,55
Q96DC9,Homo sapiens,37.0,mesophile,52.32,55
Q96DT6,Homo sapiens,37.0,mesophile,50.95,55
Q96DU7,Homo sapiens,37.0,mesophile,46.52,55
Q96ED9,Homo sapiens,37.0,mesophile,53.26,55
Q96F86,Homo sapiens,37.0,mesophile,50.94,55
Q96FC7,Homo sapiens,37.0,mesophile,53.45,55
Q96FC9,Homo sapiens,37.0,mesophile,49.635,55
Q96G74,Homo sapiens,37.0,mesophile,51.81,55
Q96GM8,Homo sapiens,37.0,mesophile,53.34,55
Q96GV9,Homo sapiens,37.0,mesophile,49.395,55
Q96HA8,Homo sapiens,37.0,mesophile,47.91,55
Q96JG8,Homo sapiens,37.0,mesophile,56.04,55
Q96MX3,Homo sapiens,37.0,mesophile,52.4,55
Q96NA2,Homo sapiens,37.0,mesophile,52.16,55
Q96NU7,Homo sapiens,37.0,mesophile,54.7,55
Q96Q83,Homo sapiens,37.0,mesophile,55.1,55
Q96QP1,Homo sapiens,37.0,mesophile,50.98,55
Q96RF0,Homo sapiens,37.0,mesophile,50.985,55
Q96RT1,Homo sapiens,37.0,mesophile,51.28,55
Q96RT7,Homo sapiens,37.0,mesophile,61.22,55
Q96RY5,Homo sapiens,37.0,mesophile,56.47,55
Q96S21,Homo sapiens,37.0,mesophile,53.84,55
Q96S90,Homo sapiens,37.0,mesophile,53.94,55
Q96S94,Homo sapiens,37.0,mesophile,47.85,55
Q96SN8,Homo sapiens,37.0,mesophile,51.73,55
Q96ST2,Homo sapiens,37.0,mesophile,50.71,55
Q96T58,Homo sapiens,37.0,mesophile,53.555,55
Q96TA2,Homo sapiens,37.0,mesophile,51.345,55
Q99417,Homo sapiens,37.0,mesophile,58.095,55
Q9BPX6,Homo sapiens,37.0,mesophile,62.53,55
Q9BQ39,Homo sapiens,37.0,mesophile,46.925,55
Q9BQG2,Homo sapiens,37.0,mesophile,51.2,55
Q9BRK4,Homo sapiens,37.0,mesophile,54.02,55
Q9BRR8,Homo sapiens,37.0,mesophile,62.66,55
Q9BRV8,Homo sapiens,37.0,mesophile,56.725,55
Q9BU61,Homo sapiens,37.0,mesophile,54.88,55
Q9BUL9,Homo sapiens,37.0,mesophile,59.56,55
Q9BUP0,Homo sapiens,37.0,mesophile,52.14,55
Q9BWD3,Homo sapiens,37.0,mesophile,50.625,55
Q9BWT3,Homo sapiens,37.0,mesophile,46.635,55
Q9BWT7,Homo sapiens,37.0,mesophile,58.58,55
Q9BXK1,Homo sapiens,37.0,mesophile,50.94,55
Q9BZA5,Homo sapiens,37.0,mesophile,61.225,55
Q9BZL4,Homo sapiens,37.0,mesophile,52.49,55
Q9BZM5,Homo sapiens,37.0,mesophile,57.27,55
Q9C0C7,Homo sapiens,37.0,mesophile,54.64,55
Q9C0H6,Homo sapiens,37.0,mesophile,47.88,55
Q9GZN1,Homo sapiens,37.0,mesophile,49.82,55
Q9GZV5,Homo sapiens,37.0,mesophile,61.59,55
Q9GZX9,Homo sapiens,37.0,mesophile,52.765,55
Q9GZY8,Homo sapiens,37.0,mesophile,52.145,55
Q9H082,Homo sapiens,37.0,mesophile,54.9,55
Q9H0J9,Homo sapiens,37.0,mesophile,48.055,55
Q9H0R6,Homo sapiens,37.0,mesophile,47.76,55
Q9H0W8,Homo sapiens,37.0,mesophile,48.17,55
Q9H1K0,Homo sapiens,37.0,mesophile,50.74,55
Q9H3D4,Homo sapiens,37.0,mesophile,53.41,55
Q9H3P2,Homo sapiens,37.0,mesophile,47.53,55
Q9H425,Homo sapiens,37.0,mesophile,52.385,55
Q9H469,Homo sapiens,37.0,mesophile,47.16,55
Q9H4I2,Homo sapiens,37.0,mesophile,51.14,55
Q9H5Z1,Homo sapiens,37.0,mesophile,46.865,55
Q9H609,Homo sapiens,37.0,mesophile,54.42,55
Q9H633,Homo sapiens,37.0,mesophile,44.18,55
Q9H6I2,Homo sapiens,37.0,mesophile,54.46,55
Q9H6R4,Homo sapiens,37.0,mesophile,50.96,55
Q9H706,Homo sapiens,37.0,mesophile,51.48,55
Q9H7P9,Homo sapiens,37.0,mesophile,59.615,55
Q9H9D4,Homo sapiens,37.0,mesophile,55.665,55
Q9H9Y6,Homo sapiens,37.0,mesophile,46.57,55
Q9HAU4,Homo sapiens,37.0,mesophile,49.775,55
Q9HAU8,Homo sapiens,37.0,mesophile,51.06,55
Q9HBD1,Homo sapiens,37.0,mesophile,56.92,55
