uniprot,organism,ogt,organism_class,tm,n_datasets
H3BTL1,Homo sapiens,37.0,mesophile,53.615,55
H3BTN5,Homo sapiens,37.0,mesophile,60.53,55
H3BTX0,Homo sapiens,37.0,mesophile,65.55,55
H3BU49,Homo sapiens,37.0,mesophile,52.265,55
H6UMI1,Homo sapiens,37.0,mesophile,51.78,55
H7BXG2,Homo sapiens,37.0,mesophile,52.975,55
H7BXH2,Homo sapiens,37.0,mesophile,57.265,55
H7BXI1,Homo sapiens,37.0,mesophile,50.89,55
H7BZJ3,Homo sapiens,37.0,mesophile,50.09,55
H7C0G7,Homo sapiens,37.0,mesophile,55.72,55
H7C0J3,Homo sapiens,37.0,mesophile,68.19,55
H7C0S3,Homo sapiens,37.0,mesophile,49.375,55
H7C107,Homo sapiens,37.0,mesophile,47.98,55
H7C1U3,Homo sapiens,37.0,mesophile,50.51,55
H7C2Z6,Homo sapiens,37.0,mesophile,51.9,55
H7C331,Homo sapiens,37.0,mesophile,55.255,55
H7C3G6,Homo sapiens,37.0,mesophile,64.88,55
H7C3J6,Homo sapiens,37.0,mesophile,50.43,55
H7C3P4,Homo sapiens,37.0,mesophile,58.82,55
H7C4X9,Homo sapiens,37.0,mesophile,49.29,55
H7C5G1,Homo sapiens,37.0,mesophile,60.585,55
H8Y6P7,Homo sapiens,37.0,mesophile,55.08,55
H9KV61,Homo sapiens,37.0,mesophile,51.835,55
H9ZYI9,Homo sapiens,37.0,mesophile,49.84,55
I3L077,Homo sapiens,37.0,mesophile,50.0,55
I3L0N3,Homo sapiens,37.0,mesophile,49.865,55
I3L121,Homo sapiens,37.0,mesophile,54.51,55
I3L192,Homo sapiens,37.0,mesophile,59.23,55
I3L1B0,Homo sapiens,37.0,mesophile,53.75,55
I3L1H5,Homo sapiens,37.0,mesophile,54.88,55
I3L1Q3,Homo sapiens,37.0,mesophile,55.725,55
I3L2B0,Homo sapiens,37.0,mesophile,50.36,55
I3L2C7,Homo sapiens,37.0,mesophile,47.35,55
I3L2J0,Homo sapiens,37.0,mesophile,54.78,55
I3L3P7,Homo sapiens,37.0,mesophile,49.75,55
I3L4D1,Homo sapiens,37.0,mesophile,60.66,55
I3L4N8,Homo sapiens,37.0,mesophile,54.62,55
I3L4X3,Homo sapiens,37.0,mesophile,51.6,55
I3L505,Homo sapiens,37.0,mesophile,60.985,55
I6L8B7,Homo sapiens,37.0,mesophile,56.97,55
I6L9B4,Homo sapiens,37.0,mesophile,62.2,55
J3KMW7,Homo sapiens,37.0,mesophile,47.89,55
J3KMX2,Homo sapiens,37.0,mesophile,46.11,55
J3KMZ7,Homo sapiens,37.0,mesophile,49.18,55
J3KN10,Homo sapiens,37.0,mesophile,51.77,55
J3KN32,Homo sapiens,37.0,mesophile,48.48,55
J3KN33,Homo sapiens,37.0,mesophile,55.45,55
J3KN75,Homo sapiens,37.0,mesophile,51.125,55
J3KNB8,Homo sapiens,37.0,mesophile,50.315,55
J3KND1,Homo sapiens,37.0,mesophile,50.18,55
J3KNF4,Homo sapiens,37.0,mesophile,54.43,55
J3KNK4,Homo sapiens,37.0,mesophile,62.13,55
J3KNL9,Homo sapiens,37.0,mesophile,53.32,55
J3KNN7,Homo sapiens,37.0,mesophile,50.48,55
J3KNU8,Homo sapiens,37.0,mesophile,48.4,55
J3KNV5,Homo sapiens,37.0,mesophile,54.59,55
J3KNZ9,Homo sapiens,37.0,mesophile,50.23,55
J3KP22,Homo sapiens,37.0,mesophile,52.175,55
J3KPU4,Homo sapiens,37.0,mesophile,48.635,55
J3KPV7,Homo sapiens,37.0,mesophile,51.025,55
J3KQ34,Homo sapiens,37.0,mesophile,55.015,55
J3KQ72,Homo sapiens,37.0,mesophile,50.12,55
J3KQ98,Homo sapiens,37.0,mesophile,48.625,55
J3KQG4,Homo sapiens,37.0,mesophile,54.76,55
J3KQS6,Homo sapiens,37.0,mesophile,59.88,55
J3KQT5,Homo sapiens,37.0,mesophile,60.49,55
J3KRR7,Homo sapiens,37.0,mesophile,53.265,55
J3KS15,Homo sapiens,37.0,mesophile,49.75,55
J3QL56,Homo sapiens,37.0,mesophile,49.865,55
J3QQJ5,Homo sapiens,37.0,mesophile,50.03,55
J3QQM5,Homo sapiens,37.0,mesophile,59.17,55
J3QQT2,Homo sapiens,37.0,mesophile,53.7,55
J3QQW9,Homo sapiens,37.0,mesophile,48.41,55
J3QQX3,Homo sapiens,37.0,mesophile,48.17,55
J3QR09,Homo sapiens,37.0,mesophile,54.88,55
J3QRC3,Homo sapiens,37.0,mesophile,46.11,55
J3QRD1,Homo sapiens,37.0,mesophile,49.56,55
J3QRT4,Homo sapiens,37.0,mesophile,64.21,55
J3QRZ6,Homo sapiens,37.0,mesophile,52.02,55
J3QS27,Homo sapiens,37.0,mesophile,55.33,55
J3QT87,Homo sapiens,37.0,mesophile,53.395,55
J9JIC5,Homo sapiens,37.0,mesophile,53.56,55
K4DI92,Homo sapiens,37.0,mesophile,48.18,55
K4DI93,Homo sapiens,37.0,mesophile,56.35,55
K7EIE8,Homo sapiens,37.0,mesophile,53.28,55
K7EIG1,Homo sapiens,37.0,mesophile,49.68,55
K7EIJ0,Homo sapiens,37.0,mesophile,54.825,55
K7EIN2,Homo sapiens,37.0,mesophile,52.175,55
K7EIR0,Homo sapiens,37.0,mesophile,53.86,55
K7EIU8,Homo sapiens,37.0,mesophile,53.175,55
K7EJ78,Homo sapiens,37.0,mesophile,52.025,55
K7EJG0,Homo sapiens,37.0,mesophile,56.44,55
K7EJH0,Homo sapiens,37.0,mesophile,48.715,55
K7EK07,Homo sapiens,37.0,mesophile,50.11,55
K7EK99,Homo sapiens,37.0,mesophile,45.51,55
K7EKE6,Homo sapiens,37.0,mesophile,50.535,55
K7EKG9,Homo sapiens,37.0,mesophile,57.07,55
K7ELW5,Homo sapiens,37.0,mesophile,47.77,55
K7ELY2,Homo sapiens,37.0,mesophile,51.37,55
K7EM02,Homo sapiens,37.0,mesophile,65.68,55
K7EMV5,Homo sapiens,37.0,mesophile,50.33,55
K7EMZ9,Homo sapiens,37.0,mesophile,56.9,55
K7EN05,Homo sapiens,37.0,mesophile,55.91,55
K7EN88,Homo sapiens,37.0,mesophile,52.78,55
K7ENF0,Homo sapiens,37.0,mesophile,52.95,55
K7ENL9,Homo sapiens,37.0,mesophile,51.26,55
K7ENW0,Homo sapiens,37.0,mesophile,64.01,55
K7EP32,Homo sapiens,37.0,mesophile,45.85,55
K7EPS8,Homo sapiens,37.0,mesophile,53.85,55
K7EQW8,Homo sapiens,37.0,mesophile,56.315,55
K7ER56,Homo sapiens,37.0,mesophile,66.47,55
K7ERF1,Homo sapiens,37.0,mesophile,52.61,55
K7ES11,Homo sapiens,37.0,mesophile,51.09,55
K7ES25,Homo sapiens,37.0,mesophile,64.85,55
M0QWZ7,Homo sapiens,37.0,mesophile,51.16,55
M0QX35,Homo sapiens,37.0,mesophile,48.205,55
M0QXX4,Homo sapiens,37.0,mesophile,54.12,55
M0QYH6,Homo sapiens,37.0,mesophile,50.66,55
M0QYM7,Homo sapiens,37.0,mesophile,58.27,55
M0QZ09,Homo sapiens,37.0,mesophile,48.4,55
M0QZ22,Homo sapiens,37.0,mesophile,50.43,55
M0QZM1,Homo sapiens,37.0,mesophile,47.57,55
M0QZR4,Homo sapiens,37.0,mesophile,46.61,55
M0R0B4,Homo sapiens,37.0,mesophile,54.355,55
M0R0F0,Homo sapiens,37.0,mesophile,49.245,55
M0R0P8,Homo sapiens,37.0,mesophile,49.17,55
M0R0W0,Homo sapiens,37.0,mesophile,50.05,55
M0R2P6,Homo sapiens,37.0,mesophile,58.69,55
O00116,Homo sapiens,37.0,mesophile,51.62,55
O00139,Homo sapiens,37.0,mesophile,49.51,55
O00148,Homo sapiens,37.0,mesophile,48.71,55
O00154,Homo sapiens,37.0,mesophile,59.935,55
O00159,Homo sapiens,37.0,mesophile,46.55,55
O00170,Homo sapiens,37.0,mesophile,51.535,55
O00178,Homo sapiens,37.0,mesophile,51.12,55
O00194,Homo sapiens,37.0,mesophile,54.87,55
O00203,Homo sapiens,37.0,mesophile,50.825,55
O00204,Homo sapiens,37.0,mesophile,48.005,55
O00220,Homo sapiens,37.0,mesophile,53.63,55
O00221,Homo sapiens,37.0,mesophile,50.835,55
O00231,Homo sapiens,37.0,mesophile,51.605,55
O00232,Homo sapiens,37.0,mesophile,51.705,55
O00257,Homo sapiens,37.0,mesophile,49.235,55
O00267,Homo sapiens,37.0,mesophile,51.025,55
O00268,Homo sapiens,37.0,mesophile,63.595,55
O00291,Homo sapiens,37.0,mesophile,51.98,55
O00299,Homo sapiens,37.0,mesophile,52.725,55
O00303,Homo sapiens,37.0,mesophile,48.02,55
O00308,Homo sapiens,37.0,mesophile,54.03,55
O00329,Homo sapiens,37.0,mesophile,51.56,55
O00399,Homo sapiens,37.0,mesophile,60.95,55
O00401,Homo sapiens,37.0,mesophile,51.125,55
O00410,Homo sapiens,37.0,mesophile,54.17,55
O00418,Homo sapiens,37.0,mesophile,46.165,55
O00422,Homo sapiens,37.0,mesophile,47.43,55
O00425,Homo sapiens,37.0,mesophile,49.62,55
O00429,Homo sapiens,37.0,mesophile,51.23,55
O00442,Homo sapiens,37.0,mesophile,53.64,55
O00459,Homo sapiens,37.0,mesophile,49.855,55
O00471,Homo sapiens,37.0,mesophile,49.48,55
O00487,Homo sapiens,37.0,mesophile,52.18,55
O00499,Homo sapiens,37.0,mesophile,53.86,55
O00505,Homo sapiens,37.0,mesophile,52.945,55
O00506,Homo sapiens,37.0,mesophile,51.07,55
O00560,Homo sapiens,37.0,mesophile,52.44,55
O00562,Homo sapiens,37.0,mesophile,49.36,55
O00571,Homo sapiens,37.0,mesophile,47.32,55
O00622,Homo sapiens,37.0,mesophile,57.28,55
O00625,Homo sapiens,37.0,mesophile,53.15,55
O00629,Homo sapiens,37.0,mesophile,54.94,55
O00635,Homo sapiens,37.0,mesophile,47.625,55
O00743,Homo sapiens,37.0,mesophile,58.735,55
O00746,Homo sapiens,37.0,mesophile,56.82,55
O00764,Homo sapiens,37.0,mesophile,56.98,55
O14497,Homo sapiens,37.0,mesophile,50.3,55
O14526,Homo sapiens,37.0,mesophile,54.685,55
O14530,Homo sapiens,37.0,mesophile,52.525,55
O14531,Homo sapiens,37.0,mesophile,55.6,55
O14544,Homo sapiens,37.0,mesophile,51.14,55
O14578,Homo sapiens,37.0,mesophile,50.46,55
O14579,Homo sapiens,37.0,mesophile,52.9,55
O14602,Homo sapiens,37.0,mesophile,57.21,55
O14617,Homo sapiens,37.0,mesophile,52.1,55
O14640,Homo sapiens,37.0,mesophile,51.845,55
O14657,Homo sapiens,37.0,mesophile,51.085,55
O14732,Homo sapiens,37.0,mesophile,59.265,55
O14733,Homo sapiens,37.0,mesophile,50.135,55
O14744,Homo sapiens,37.0,mesophile,55.14,55
O14757,Homo sapiens,37.0,mesophile,52.125,55
O14772,Homo sapiens,37.0,mesophile,52.475,55
O14776,Homo sapiens,37.0,mesophile,49.23,55
O14777,Homo sapiens,37.0,mesophile,46.855,55
O14782,Homo sapiens,37.0,mesophile,53.32,55
O14787,Homo sapiens,37.0,mesophile,50.96,55
O14795,Homo sapiens,37.0,mesophile,50.42,55
O14810,Homo sapiens,37.0,mesophile,58.63,55
O14828,Homo sapiens,37.0,mesophile,58.015,55
O14841,Homo sapiens,37.0,mesophile,52.67,55
O14867,Homo sapiens,37.0,mesophile,54.875,55
O14893,Homo sapiens,37.0,mesophile,54.405,55
O14907,Homo sapiens,37.0,mesophile,50.055,55
O14908,Homo sapiens,37.0,mesophile,49.185,55
O14920,Homo sapiens,37.0,mesophile,46.77,55
O14929,Homo sapiens,37.0,mesophile,50.21,55
O14933,Homo sapiens,37.0,mesophile,51.81,55
O14936,Homo sapiens,37.0,mesophile,55.75,55
O14964,Homo sapiens,37.0,mesophile,52.13,55
O14965,Homo sapiens,37.0,mesophile,50.9,55
O14972,Homo sapiens,37.0,mesophile,52.8,55
O14976,Homo sapiens,37.0,mesophile,48.3,55
O14977,Homo sapiens,37.0,mesophile,68.6,55
O14980,Homo sapiens,37.0,mesophile,49.985,55
O14981,Homo sapiens,37.0,mesophile,49.24,55
O15031,Homo sapiens,37.0,mesophile,53.21,55
O15037,Homo sapiens,37.0,mesophile,50.62,55
O15040,Homo sapiens,37.0,mesophile,56.75,55
O15047,Homo sapiens,37.0,mesophile,47.07,55
O15054,Homo sapiens,37.0,mesophile,62.67,55
O15056,Homo sapiens,37.0,mesophile,50.84,55
O15066,Homo sapiens,37.0,mesophile,49.49,55
O15067,Homo sapiens,37.0,mesophile,49.26,55
O15084,Homo sapiens,37.0,mesophile,51.69,55
O15085,Homo sapiens,37.0,mesophile,51.155,55
O15111,Homo sapiens,37.0,mesophile,47.04,55
O15116,Homo sapiens,37.0,mesophile,63.99,55
O15143,Homo sapiens,37.0,mesophile,56.215,55
O15144,Homo sapiens,37.0,mesophile,57.985,55
O15145,Homo sapiens,37.0,mesophile,58.21,55
O15160,Homo sapiens,37.0,mesophile,47.53,55
O15164,Homo sapiens,37.0,mesophile,52.18,55
O15169,Homo sapiens,37.0,mesophile,50.41,55
O15230,Homo sapiens,37.0,mesophile,55.34,55
O15287,Homo sapiens,37.0,mesophile,47.075,55
O15294,Homo sapiens,37.0,mesophile,49.42,55
O15305,Homo sapiens,37.0,mesophile,53.12,55
O15327,Homo sapiens,37.0,mesophile,51.75,55
O15344,Homo sapiens,37.0,mesophile,51.79,55
O15355,Homo sapiens,37.0,mesophile,47.83,55
O15357,Homo sapiens,37.0,mesophile,49.005,55
O15372,Homo sapiens,37.0,mesophile,53.65,55
O15379,Homo sapiens,37.0,mesophile,52.865,55
O15382,Homo sapiens,37.0,mesophile,57.36,55
O15397,Homo sapiens,37.0,mesophile,50.39,55
O15460,Homo sapiens,37.0,mesophile,51.67,55
O15498,Homo sapiens,37.0,mesophile,56.02,55
O15511,Homo sapiens,37.0,mesophile,57.515,55
O15514,Homo sapiens,37.0,mesophile,63.71,55
O43143,Homo sapiens,37.0,mesophile,55.995,55
O43148,Homo sapiens,37.0,mesophile,55.42,55
O43149,Homo sapiens,37.0,mesophile,50.75,55
O43150,Homo sapiens,37.0,mesophile,50.82,55
O43156,Homo sapiens,37.0,mesophile,47.27,55
O43172,Homo sapiens,37.0,mesophile,52.31,55
O43175,Homo sapiens,37.0,mesophile,55.99,55
O43237,Homo sapiens,37.0,mesophile,52.44,55
O43242,Homo sapiens,37.0,mesophile,53.235,55
O43252,Homo sapiens,37.0,mesophile,54.035,55
O43264,Homo sapiens,37.0,mesophile,48.0,55
O43293,Homo sapiens,37.0,mesophile,48.95,55
O43294,Homo sapiens,37.0,mesophile,57.155,55
O43301,Homo sapiens,37.0,mesophile,52.64,55
O43303,Homo sapiens,37.0,mesophile,54.93,55
O43310,Homo sapiens,37.0,mesophile,53.92,55
O43314,Homo sapiens,37.0,mesophile,52.685,55
O43318,Homo sapiens,37.0,mesophile,50.19,55
O43324,Homo sapiens,37.0,mesophile,48.13,55
O43353,Homo sapiens,37.0,mesophile,56.315,55
O43379,Homo sapiens,37.0,mesophile,52.32,55
O43390,Homo sapiens,37.0,mesophile,50.82,55
O43395,Homo sapiens,37.0,mesophile,52.54,55
O43396,Homo sapiens,37.0,mesophile,50.84,55
O43399,Homo sapiens,37.0,mesophile,58.95,55
O43402,Homo sapiens,37.0,mesophile,51.3,55
O43414,Homo sapiens,37.0,mesophile,50.42,55
O43422,Homo sapiens,37.0,mesophile,49.99,55
O43427,Homo sapiens,37.0,mesophile,50.34,55
O43432,Homo sapiens,37.0,mesophile,49.67,55
O43447,Homo sapiens,37.0,mesophile,51.2,55
O43464,Homo sapiens,37.0,mesophile,58.78,55
O43482,Homo sapiens,37.0,mesophile,52.86,55
O43491,Homo sapiens,37.0,mesophile,54.445,55
O43502,Homo sapiens,37.0,mesophile,52.665,55
O43513,Homo sapiens,37.0,mesophile,55.76,55
O43542,Homo sapiens,37.0,mesophile,52.27,55
O43543,Homo sapiens,37.0,mesophile,51.625,55
O43572,Homo sapiens,37.0,mesophile,48.535,55
O43592,Homo sapiens,37.0,mesophile,50.785,55
O43598,Homo sapiens,37.0,mesophile,56.215,55
O43615,Homo sapiens,37.0,mesophile,51.375,55
O43617,Homo sapiens,37.0,mesophile,60.15,55
O43633,Homo sapiens,37.0,mesophile,56.835,55
O43639,Homo sapiens,37.0,mesophile,48.275,55
O43657,Homo sapiens,37.0,mesophile,53.72,55
O43663,Homo sapiens,37.0,mesophile,49.065,55
O43665,Homo sapiens,37.0,mesophile,52.53,55
O43670,Homo sapiens,37.0,mesophile,57.58,55
O43674,Homo sapiens,37.0,mesophile,56.23,55
O43678,Homo sapiens,37.0,mesophile,53.06,55
O43681,Homo sapiens,37.0,mesophile,57.12,55
O43684,Homo sapiens,37.0,mesophile,55.18,55
O43707,Homo sapiens,37.0,mesophile,57.745,55
O43709,Homo sapiens,37.0,mesophile,53.07,55
O43716,Homo sapiens,37.0,mesophile,54.27,55
O43719,Homo sapiens,37.0,mesophile,49.805,55
O43739,Homo sapiens,37.0,mesophile,51.25,55
O43747,Homo sapiens,37.0,mesophile,53.64,55
O43765,Homo sapiens,37.0,mesophile,53.81,55
O43766,Homo sapiens,37.0,mesophile,55.14,55
O43776,Homo sapiens,37.0,mesophile,53.05,55
O43795,Homo sapiens,37.0,mesophile,47.85,55
O43809,Homo sapiens,37.0,mesophile,55.48,55
O43813,Homo sapiens,37.0,mesophile,56.8,55
O43815,Homo sapiens,37.0,mesophile,54.5,55
O43818,Homo sapiens,37.0,mesophile,61.17,55
O43823,Homo sapiens,37.0,mesophile,52.05,55
O43829,Homo sapiens,37.0,mesophile,57.1,55
O43837,Homo sapiens,37.0,mesophile,50.055,55
O43847,Homo sapiens,37.0,mesophile,52.125,55
O43865,Homo sapiens,37.0,mesophile,51.275,55
O43896,Homo sapiens,37.0,mesophile,49.34,55
O43913,Homo sapiens,37.0,mesophile,47.79,55
O43924,Homo sapiens,37.0,mesophile,53.21,55
O43929,Homo sapiens,37.0,mesophile,48.22,55
O60216,Homo sapiens,37.0,mesophile,52.44,55
O60218,Homo sapiens,37.0,mesophile,54.73,55
O60231,Homo sapiens,37.0,mesophile,50.66,55
O60239,Homo sapiens,37.0,mesophile,54.76,55
O60256,Homo sapiens,37.0,mesophile,60.9,55
O60264,Homo sapiens,37.0,mesophile,47.62,55
O60271,Homo sapiens,37.0,mesophile,54.39,55
O60281,Homo sapiens,37.0,mesophile,51.025,55
O60291,Homo sapiens,37.0,mesophile,66.56,55
O60292,Homo sapiens,37.0,mesophile,57.86,55
O60294,Homo sapiens,37.0,mesophile,48.08,55
O60303,Homo sapiens,37.0,mesophile,52.51,55
O60306,Homo sapiens,37.0,mesophile,45.68,55
O60318,Homo sapiens,37.0,mesophile,52.845,55
O60333,Homo sapiens,37.0,mesophile,50.05,55
O60341,Homo sapiens,37.0,mesophile,48.8,55
O60343,Homo sapiens,37.0,mesophile,52.96,55
O60344,Homo sapiens,37.0,mesophile,48.04,55
O60346,Homo sapiens,37.0,mesophile,53.14,55
O60347,Homo sapiens,37.0,mesophile,53.19,55
O60361,Homo sapiens,37.0,mesophile,63.38,55
O60443,Homo sapiens,37.0,mesophile,56.625,55
O60447,Homo sapiens,37.0,mesophile,51.7,55
O60462,Homo sapiens,37.0,mesophile,54.02,55
O60488,Homo sapiens,37.0,mesophile,46.41,55
O60493,Homo sapiens,37.0,mesophile,48.08,55
O60502,Homo sapiens,37.0,mesophile,54.015,55
O60504,Homo sapiens,37.0,mesophile,55.78,55
O60506,Homo sapiens,37.0,mesophile,52.93,55
O60518,Homo sapiens,37.0,mesophile,49.415,55
O60524,Homo sapiens,37.0,mesophile,49.46,55
O60547,Homo sapiens,37.0,mesophile,53.465,55
O60551,Homo sapiens,37.0,mesophile,51.535,55
O60563,Homo sapiens,37.0,mesophile,52.405,55
O60566,Homo sapiens,37.0,mesophile,48.535,55
O60568,Homo sapiens,37.0,mesophile,53.145,55
O60645,Homo sapiens,37.0,mesophile,48.99,55
O60664,Homo sapiens,37.0,mesophile,55.965,55
O60671,Homo sapiens,37.0,mesophile,54.74,55
O60678,Homo sapiens,37.0,mesophile,50.82,55
O60701,Homo sapiens,37.0,mesophile,49.95,55
O60716,Homo sapiens,37.0,mesophile,49.48,55
O60749,Homo sapiens,37.0,mesophile,50.385,55
O60763,Homo sapiens,37.0,mesophile,52.475,55
O60783,Homo sapiens,37.0,mesophile,48.255,55
O60826,Homo sapiens,37.0,mesophile,49.805,55
O60832,Homo sapiens,37.0,mesophile,62.725,55
O60841,Homo sapiens,37.0,mesophile,52.3,55
O60884,Homo sapiens,37.0,mesophile,53.645,55
O60885,Homo sapiens,37.0,mesophile,48.9,55
O60888,Homo sapiens,37.0,mesophile,57.75,55
O60907,Homo sapiens,37.0,mesophile,54.0,55
O60921,Homo sapiens,37.0,mesophile,54.02,55
O60934,Homo sapiens,37.0,mesophile,50.2,55
O60942,Homo sapiens,37.0,mesophile,48.36,55
O75044,Homo sapiens,37.0,mesophile,49.835,55
O75064,Homo sapiens,37.0,mesophile,52.07,55
O75083,Homo sapiens,37.0,mesophile,51.715,55
O75094,Homo sapiens,37.0,mesophile,50.31,55
O75113,Homo sapiens,37.0,mesophile,50.225,55
O75116,Homo sapiens,37.0,mesophile,49.84,55
O75131,Homo sapiens,37.0,mesophile,50.48,55
O75143,Homo sapiens,37.0,mesophile,54.95,55
O75146,Homo sapiens,37.0,mesophile,51.165,55
O75150,Homo sapiens,37.0,mesophile,47.22,55
O75151,Homo sapiens,37.0,mesophile,44.71,55
O75164,Homo sapiens,37.0,mesophile,48.715,55
O75165,Homo sapiens,37.0,mesophile,51.71,55
O75175,Homo sapiens,37.0,mesophile,52.14,55
O75179,Homo sapiens,37.0,mesophile,48.745,55
O75191,Homo sapiens,37.0,mesophile,48.215,55
O75208,Homo sapiens,37.0,mesophile,52.05,55
O75223,Homo sapiens,37.0,mesophile,55.175,55
O75323,Homo sapiens,37.0,mesophile,53.395,55
O75330,Homo sapiens,37.0,mesophile,47.74,55
O75340,Homo sapiens,37.0,mesophile,51.575,55
O75348,Homo sapiens,37.0,mesophile,54.485,55
O75351,Homo sapiens,37.0,mesophile,50.07,55
O75362,Homo sapiens,37.0,mesophile,51.57,55
O75367,Homo sapiens,37.0,mesophile,58.765,55
O75369,Homo sapiens,37.0,mesophile,53.875,55
O75385,Homo sapiens,37.0,mesophile,52.92,55
O75396,Homo sapiens,37.0,mesophile,53.155,55
O75400,Homo sapiens,37.0,mesophile,50.26,55
O75419,Homo sapiens,37.0,mesophile,47.4,55
O75436,Homo sapiens,37.0,mesophile,54.915,55
O75439,Homo sapiens,37.0,mesophile,50.265,55
O75449,Homo sapiens,37.0,mesophile,51.03,55
O75503,Homo sapiens,37.0,mesophile,53.04,55
O75521,Homo sapiens,37.0,mesophile,52.555,55
O75530,Homo sapiens,37.0,mesophile,50.4,55
O75531,Homo sapiens,37.0,mesophile,56.84,55
O75533,Homo sapiens,37.0,mesophile,51.58,55
O75534,Homo sapiens,37.0,mesophile,47.465,55
O75582,Homo sapiens,37.0,mesophile,49.21,55
O75607,Homo sapiens,37.0,mesophile,56.115,55
O75608,Homo sapiens,37.0,mesophile,55.82,55
O75643,Homo sapiens,37.0,mesophile,52.64,55
O75663,Homo sapiens,37.0,mesophile,51.135,55
O75688,Homo sapiens,37.0,mesophile,51.66,55
O75691,Homo sapiens,37.0,mesophile,46.85,55
O75717,Homo sapiens,37.0,mesophile,49.7,55
O75771,Homo sapiens,37.0,mesophile,49.185,55
O75792,Homo sapiens,37.0,mesophile,50.03,55
O75794,Homo sapiens,37.0,mesophile,50.275,55
O75815,Homo sapiens,37.0,mesophile,49.1,55
O75818,Homo sapiens,37.0,mesophile,59.18,55
O75821,Homo sapiens,37.0,mesophile,54.2,55
O75822,Homo sapiens,37.0,mesophile,54.13,55
O75828,Homo sapiens,37.0,mesophile,53.42,55
O75843,Homo sapiens,37.0,mesophile,48.41,55
O75865,Homo sapiens,37.0,mesophile,50.235,55
O75874,Homo sapiens,37.0,mesophile,54.285,55
O75882,Homo sapiens,37.0,mesophile,55.73,55
O75884,Homo sapiens,37.0,mesophile,54.06,55
O75886,Homo sapiens,37.0,mesophile,52.62,55
O75896,Homo sapiens,37.0,mesophile,54.12,55
O75909,Homo sapiens,37.0,mesophile,53.33,55
O75915,Homo sapiens,37.0,mesophile,59.46,55
O75928,Homo sapiens,37.0,mesophile,50.385,55
O75934,Homo sapiens,37.0,mesophile,51.47,55
O75935,Homo sapiens,37.0,mesophile,50.1,55
O75962,Homo sapiens,37.0,mesophile,50.35,55
O75970,Homo sapiens,37.0,mesophile,53.06,55
O76003,Homo sapiens,37.0,mesophile,52.585,55
O76031,Homo sapiens,37.0,mesophile,51.055,55
O76054,Homo sapiens,37.0,mesophile,53.43,55
O76071,Homo sapiens,37.0,mesophile,54.945,55
O76075,Homo sapiens,37.0,mesophile,53.285,55
O76094,Homo sapiens,37.0,mesophile,48.49,55
O77932,Homo sapiens,37.0,mesophile,50.565,55
O94760,Homo sapiens,37.0,mesophile,58.0,55
O94761,Homo sapiens,37.0,mesophile,50.45,55
O94763,Homo sapiens,37.0,mesophile,54.64,55
O94776,Homo sapiens,37.0,mesophile,50.26,55
O94782,Homo sapiens,37.0,mesophile,48.14,55
O94788,Homo sapiens,37.0,mesophile,57.88,55
O94804,Homo sapiens,37.0,mesophile,47.085,55
O94806,Homo sapiens,37.0,mesophile,47.795,55
O94808,Homo sapiens,37.0,mesophile,49.125,55
O94817,Homo sapiens,37.0,mesophile,54.65,55
O94819,Homo sapiens,37.0,mesophile,52.88,55
O94822,Homo sapiens,37.0,mesophile,49.17,55
O94826,Homo sapiens,37.0,mesophile,50.865,55
O94829,Homo sapiens,37.0,mesophile,50.215,55
O94830,Homo sapiens,37.0,mesophile,55.13,55
O94851,Homo sapiens,37.0,mesophile,49.175,55
O94855,Homo sapiens,37.0,mesophile,51.52,55
O94864,Homo sapiens,37.0,mesophile,48.795,55
O94868,Homo sapiens,37.0,mesophile,55.185,55
O94874,Homo sapiens,37.0,mesophile,48.815,55
O94885,Homo sapiens,37.0,mesophile,52.065,55
O94887,Homo sapiens,37.0,mesophile,49.975,55
O94888,Homo sapiens,37.0,mesophile,55.44,55
O94889,Homo sapiens,37.0,mesophile,51.36,55
O94903,Homo sapiens,37.0,mesophile,49.51,55
O94913,Homo sapiens,37.0,mesophile,50.79,55
O94925,Homo sapiens,37.0,mesophile,48.265,55
O94927,Homo sapiens,37.0,mesophile,47.01,55
O94941,Homo sapiens,37.0,mesophile,49.2,55
O94952,Homo sapiens,37.0,mesophile,51.915,55
O94964,Homo sapiens,37.0,mesophile,54.94,55
O94966,Homo sapiens,37.0,mesophile,51.26,55
O94967,Homo sapiens,37.0,mesophile,55.61,55
O94972,Homo sapiens,37.0,mesophile,63.09,55
O94973,Homo sapiens,37.0,mesophile,52.96,55
O95059,Homo sapiens,37.0,mesophile,59.95,55
O95067,Homo sapiens,37.0,mesophile,51.045,55
O95081,Homo sapiens,37.0,mesophile,49.95,55
O95149,Homo sapiens,37.0,mesophile,50.91,55
O95155,Homo sapiens,37.0,mesophile,51.73,55
O95163,Homo sapiens,37.0,mesophile,53.64,55
O95205,Homo sapiens,37.0,mesophile,54.65,55
O95219,Homo sapiens,37.0,mesophile,48.835,55
O95231,Homo sapiens,37.0,mesophile,55.02,55
O95232,Homo sapiens,37.0,mesophile,53.67,55
O95235,Homo sapiens,37.0,mesophile,47.7,55
O95239,Homo sapiens,37.0,mesophile,45.86,55
O95248,Homo sapiens,37.0,mesophile,52.12,55
O95249,Homo sapiens,37.0,mesophile,69.31,55
O95273,Homo sapiens,37.0,mesophile,52.59,55
